states_or_union_territories,district,year,murder,rape,kidnapping_and_abduction_of_women_and_girls,kidnapping_and_abduction_of_others,dacoity,robbery,thefts,riots,criminal_breach_of_trust,cheating,arson,hurt_or_grievous_hurt,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,insult_to_modesty_of_women,cruelty_by_husband_or_his_relatives,causing_death_by_negligence,total_ipc_crimes
JHARKHAND,EAST SINGHBHUM,2005,8.0,,,2.0,7.0,7.0,130.0,1.0,,4.0,,5.0,,3.0,,3.0,,400.0
JHARKHAND,JAMTARA,2005,19.0,,3.0,3.0,12.0,5.0,88.0,70.0,1.0,6.0,,124.0,6.0,17.0,2.0,17.0,23.0,540.0
JHARKHAND,KODERMA,2005,26.0,12.0,4.0,10.0,22.0,18.0,91.0,41.0,18.0,21.0,3.0,39.0,15.0,4.0,,23.0,50.0,816.0
JHARKHAND,LATEHAR,2005,34.0,12.0,6.0,,26.0,13.0,59.0,14.0,2.0,1.0,,,1.0,2.0,,3.0,32.0,459.0
JHARKHAND,LOHARDAGA,2005,51.0,25.0,14.0,4.0,10.0,28.0,90.0,58.0,6.0,19.0,4.0,87.0,1.0,11.0,,29.0,21.0,615.0
JHARKHAND,PAKUR,2005,35.0,30.0,6.0,3.0,7.0,5.0,54.0,90.0,12.0,11.0,7.0,112.0,4.0,12.0,,5.0,33.0,719.0
JHARKHAND,PALAMU,2005,69.0,27.0,30.0,14.0,9.0,34.0,160.0,217.0,13.0,40.0,21.0,541.0,21.0,13.0,,29.0,,1718.0
JHARKHAND,RANCHI,2005,239.0,102.0,,105.0,82.0,190.0,1138.0,174.0,26.0,49.0,11.0,681.0,11.0,14.0,,58.0,867.0,5075.0
JHARKHAND,SAHEBGANJ,2005,47.0,44.0,6.0,20.0,5.0,12.0,117.0,70.0,5.0,16.0,10.0,49.0,4.0,6.0,1.0,36.0,21.0,813.0
JHARKHAND,SARAIKELA,2005,49.0,33.0,6.0,13.0,18.0,7.0,191.0,52.0,4.0,20.0,,89.0,3.0,6.0,,22.0,10.0,1013.0
JHARKHAND,SIMDEGA,2005,65.0,20.0,6.0,4.0,12.0,11.0,70.0,10.0,3.0,9.0,9.0,42.0,,2.0,,1.0,11.0,460.0
KARNATAKA,BAGALKOT,2005,43.0,4.0,4.0,11.0,17.0,9.0,128.0,204.0,6.0,34.0,9.0,324.0,1.0,43.0,4.0,68.0,,2083.0
KARNATAKA,BANGALORE,2005,242.0,38.0,25.0,106.0,35.0,594.0,9617.0,377.0,172.0,1633.0,5.0,3474.0,39.0,167.0,39.0,287.0,93.0,29042.0
KARNATAKA,BANGALORE,2005,171.0,16.0,20.0,24.0,25.0,58.0,876.0,599.0,24.0,106.0,13.0,1154.0,46.0,110.0,,102.0,,8200.0
KARNATAKA,BELGAUM,2005,116.0,13.0,26.0,15.0,11.0,36.0,363.0,311.0,14.0,141.0,23.0,816.0,10.0,74.0,,108.0,34.0,5680.0
KARNATAKA,BELLARY,2005,58.0,17.0,16.0,5.0,4.0,31.0,304.0,263.0,12.0,93.0,17.0,627.0,5.0,53.0,,60.0,7.0,4432.0
KARNATAKA,BIDAR,2005,38.0,5.0,8.0,4.0,2.0,22.0,183.0,165.0,19.0,34.0,9.0,1056.0,10.0,44.0,3.0,53.0,,3589.0
KARNATAKA,BIJAPUR,2005,49.0,18.0,16.0,6.0,6.0,18.0,154.0,326.0,11.0,40.0,12.0,678.0,,93.0,,105.0,,3015.0
KARNATAKA,CHAMARAJANAGAR,2005,24.0,7.0,5.0,3.0,3.0,3.0,134.0,89.0,2.0,10.0,,503.0,3.0,43.0,,23.0,,1504.0
KARNATAKA,CHIKMAGALUR,2005,35.0,16.0,4.0,5.0,5.0,12.0,193.0,135.0,9.0,18.0,8.0,809.0,7.0,33.0,3.0,69.0,2.0,2716.0
KARNATAKA,CHITRADURGA,2005,21.0,15.0,5.0,1.0,2.0,12.0,230.0,230.0,8.0,32.0,6.0,723.0,6.0,62.0,,29.0,,3492.0
KARNATAKA,DAKSHIN KANNADA,2005,35.0,14.0,6.0,8.0,12.0,37.0,269.0,221.0,10.0,89.0,29.0,611.0,2.0,40.0,1.0,37.0,13.0,4292.0
KARNATAKA,DAVANAGERE,2005,40.0,14.0,9.0,5.0,2.0,24.0,283.0,184.0,6.0,67.0,3.0,547.0,9.0,66.0,2.0,78.0,5.0,2869.0
KARNATAKA,DHARWAD,2005,15.0,,4.0,3.0,1.0,22.0,274.0,73.0,24.0,66.0,3.0,195.0,3.0,2.0,2.0,14.0,2.0,1818.0
KARNATAKA,DHARWAD,2005,22.0,4.0,8.0,,3.0,3.0,65.0,80.0,9.0,13.0,,136.0,5.0,21.0,,12.0,,992.0
KARNATAKA,GADAG,2005,20.0,1.0,2.0,5.0,11.0,4.0,67.0,123.0,7.0,14.0,1.0,152.0,4.0,16.0,,14.0,,1030.0
KARNATAKA,GULBARGA,2005,115.0,16.0,17.0,16.0,7.0,27.0,290.0,472.0,7.0,76.0,57.0,1060.0,12.0,119.0,,112.0,21.0,4858.0
KARNATAKA,HASSAN,2005,63.0,10.0,9.0,12.0,6.0,31.0,298.0,161.0,7.0,26.0,,1128.0,8.0,49.0,,42.0,,4120.0
KARNATAKA,HAVERI,2005,25.0,4.0,6.0,,2.0,3.0,117.0,233.0,9.0,14.0,,255.0,4.0,27.0,,22.0,,1888.0
KARNATAKA,KOLAR,2005,8.0,5.0,5.0,3.0,1.0,4.0,100.0,52.0,4.0,13.0,,240.0,7.0,18.0,,20.0,,841.0
KARNATAKA,KODAGU,2005,34.0,10.0,9.0,1.0,1.0,8.0,75.0,44.0,4.0,23.0,3.0,484.0,2.0,18.0,3.0,35.0,2.0,1478.0
KARNATAKA,KOLAR,2005,73.0,20.0,24.0,6.0,4.0,30.0,356.0,359.0,8.0,43.0,,592.0,19.0,41.0,,41.0,,3125.0
KARNATAKA,KOPPAL,2005,29.0,8.0,8.0,,11.0,7.0,83.0,136.0,8.0,25.0,,230.0,4.0,24.0,1.0,40.0,,1589.0
KARNATAKA,MANDYA,2005,43.0,17.0,11.0,1.0,3.0,13.0,261.0,197.0,5.0,25.0,,800.0,13.0,56.0,,60.0,,3380.0
KARNATAKA,MYSORE,2005,27.0,8.0,14.0,2.0,2.0,87.0,573.0,43.0,7.0,67.0,,359.0,6.0,17.0,,82.0,,2600.0
KARNATAKA,MYSORE,2005,43.0,14.0,7.0,1.0,5.0,13.0,249.0,178.0,6.0,20.0,,760.0,13.0,66.0,,57.0,,2649.0
KARNATAKA,RAICHUR,2005,41.0,8.0,6.0,4.0,5.0,9.0,114.0,217.0,3.0,52.0,3.0,569.0,2.0,66.0,6.0,59.0,8.0,2609.0
KARNATAKA,KARNATAKA_GRP,2005,17.0,,,1.0,1.0,6.0,475.0,9.0,,1.0,,17.0,2.0,1.0,,1.0,,606.0
KARNATAKA,SHIMOGA,2005,50.0,17.0,20.0,7.0,6.0,25.0,293.0,227.0,10.0,63.0,7.0,1071.0,7.0,88.0,5.0,158.0,12.0,4169.0
KARNATAKA,TUMKUR,2005,64.0,14.0,15.0,9.0,6.0,28.0,419.0,226.0,5.0,35.0,8.0,888.0,8.0,59.0,,41.0,36.0,4354.0
KARNATAKA,UDUPI,2005,26.0,7.0,2.0,7.0,6.0,15.0,90.0,146.0,11.0,13.0,4.0,263.0,2.0,27.0,1.0,14.0,8.0,2237.0
KARNATAKA,UTTAR KANNADA,2005,22.0,3.0,1.0,6.0,3.0,11.0,75.0,71.0,7.0,23.0,18.0,362.0,2.0,42.0,1.0,40.0,,2323.0
KERALA,ALAPPUZHA,2005,23.0,22.0,7.0,11.0,6.0,28.0,224.0,288.0,25.0,181.0,21.0,1204.0,1.0,165.0,4.0,201.0,,7622.0
KERALA,CBCID,2005,10.0,1.0,,,3.0,1.0,1.0,11.0,11.0,18.0,24.0,1.0,,,,5.0,,164.0
KERALA,ERNAKULAM,2005,15.0,7.0,1.0,5.0,10.0,40.0,447.0,169.0,12.0,248.0,5.0,521.0,2.0,33.0,12.0,66.0,,5930.0
KERALA,ERNAKULAM,2005,25.0,15.0,5.0,9.0,2.0,30.0,349.0,332.0,23.0,137.0,13.0,1141.0,2.0,134.0,2.0,105.0,2.0,8667.0
KERALA,IDUKKI,2005,26.0,28.0,5.0,2.0,4.0,20.0,193.0,223.0,35.0,109.0,5.0,1236.0,2.0,125.0,10.0,107.0,1.0,4500.0
KERALA,KANNUR,2005,23.0,25.0,5.0,2.0,5.0,15.0,191.0,616.0,17.0,111.0,81.0,986.0,,121.0,17.0,215.0,4.0,5153.0
KERALA,KASARGOD,2005,10.0,25.0,4.0,5.0,2.0,24.0,166.0,439.0,3.0,100.0,17.0,613.0,,72.0,6.0,133.0,,2998.0
KERALA,KOLLAM,2005,40.0,47.0,19.0,2.0,14.0,53.0,481.0,544.0,13.0,161.0,35.0,2286.0,2.0,320.0,4.0,367.0,2.0,9989.0
KERALA,KOTTAYAM,2005,24.0,25.0,13.0,4.0,3.0,34.0,325.0,361.0,30.0,389.0,10.0,1650.0,1.0,167.0,16.0,149.0,3.0,7923.0
KERALA,KOZHIKODE,2005,11.0,13.0,7.0,5.0,5.0,30.0,323.0,238.0,16.0,175.0,21.0,420.0,2.0,50.0,2.0,130.0,1.0,3499.0
KERALA,KOZHIKODE,2005,6.0,36.0,6.0,5.0,2.0,10.0,244.0,464.0,12.0,164.0,53.0,944.0,2.0,120.0,14.0,209.0,1.0,4533.0
KERALA,MALAPPURAM,2005,28.0,50.0,8.0,5.0,10.0,22.0,425.0,629.0,21.0,273.0,36.0,883.0,,130.0,5.0,449.0,,6860.0
KERALA,PALAKKAD,2005,37.0,53.0,6.0,4.0,6.0,17.0,288.0,374.0,47.0,184.0,17.0,1030.0,1.0,66.0,4.0,279.0,9.0,5496.0
KERALA,PATHANAMTHITTA,2005,22.0,14.0,6.0,3.0,1.0,14.0,144.0,171.0,13.0,100.0,20.0,924.0,1.0,139.0,2.0,119.0,,4388.0
KERALA,KERALA_GRP,2005,,,,,,6.0,157.0,4.0,,4.0,,19.0,,5.0,1.0,,,222.0
KERALA,THRISSUR,2005,41.0,38.0,11.0,12.0,13.0,79.0,445.0,563.0,33.0,379.0,45.0,902.0,2.0,161.0,28.0,270.0,8.0,9639.0
KERALA,THIRUVANANTHAPURAM,2005,8.0,10.0,9.0,12.0,16.0,91.0,484.0,325.0,25.0,251.0,13.0,932.0,,160.0,20.0,92.0,,5495.0
KERALA,THIRUVANANTHAPURAM,2005,30.0,36.0,15.0,7.0,7.0,95.0,446.0,602.0,12.0,214.0,34.0,1981.0,2.0,311.0,15.0,294.0,3.0,9108.0
KERALA,WAYANAD,2005,9.0,33.0,2.0,4.0,1.0,12.0,121.0,182.0,13.0,63.0,6.0,629.0,1.0,60.0,13.0,93.0,,2164.0
MADHYA PRADESH,ANUPPUR,2005,25.0,31.0,5.0,2.0,1.0,18.0,129.0,9.0,4.0,17.0,3.0,161.0,5.0,72.0,5.0,29.0,10.0,1458.0
MADHYA PRADESH,ASHOK NAGAR,2005,36.0,47.0,6.0,1.0,3.0,10.0,102.0,30.0,10.0,5.0,12.0,702.0,9.0,113.0,4.0,30.0,36.0,1941.0
MADHYA PRADESH,BALAGHAT,2005,65.0,58.0,6.0,4.0,2.0,7.0,194.0,48.0,5.0,16.0,24.0,479.0,4.0,155.0,17.0,34.0,75.0,2924.0
MADHYA PRADESH,BARWANI,2005,43.0,41.0,5.0,,,7.0,212.0,33.0,5.0,5.0,7.0,289.0,2.0,92.0,17.0,14.0,104.0,2335.0
MADHYA PRADESH,BETUL,2005,66.0,136.0,12.0,2.0,2.0,13.0,195.0,4.0,,19.0,19.0,413.0,22.0,130.0,11.0,74.0,83.0,3005.0
MADHYA PRADESH,BHIND,2005,97.0,29.0,9.0,12.0,14.0,56.0,242.0,117.0,13.0,20.0,14.0,816.0,28.0,73.0,2.0,41.0,114.0,3929.0
MADHYA PRADESH,BHOPAL,2005,72.0,79.0,24.0,7.0,5.0,108.0,1468.0,62.0,17.0,107.0,19.0,508.0,13.0,177.0,51.0,125.0,200.0,10850.0
MADHYA PRADESH,BHOPAL,2005,3.0,1.0,1.0,,1.0,11.0,1175.0,6.0,4.0,12.0,2.0,17.0,3.0,11.0,3.0,1.0,2.0,1544.0
MADHYA PRADESH,BURHANPUR,2005,11.0,14.0,1.0,,2.0,10.0,132.0,17.0,10.0,,4.0,135.0,3.0,51.0,14.0,30.0,42.0,1449.0
MADHYA PRADESH,CHHATARPUR,2005,62.0,46.0,10.0,2.0,3.0,31.0,152.0,58.0,6.0,9.0,22.0,597.0,18.0,162.0,8.0,40.0,104.0,3651.0
MADHYA PRADESH,CHHINDWARA,2005,74.0,122.0,18.0,1.0,2.0,14.0,262.0,52.0,4.0,19.0,15.0,1205.0,15.0,165.0,24.0,122.0,124.0,3963.0
MADHYA PRADESH,DAMOH,2005,40.0,43.0,6.0,6.0,,18.0,139.0,12.0,4.0,4.0,4.0,1011.0,31.0,113.0,,53.0,47.0,2275.0
MADHYA PRADESH,DATIA,2005,37.0,30.0,7.0,13.0,2.0,30.0,134.0,29.0,2.0,17.0,7.0,472.0,7.0,66.0,,26.0,54.0,2179.0
MADHYA PRADESH,DEWAS,2005,57.0,86.0,21.0,11.0,5.0,32.0,720.0,107.0,28.0,57.0,37.0,418.0,20.0,186.0,52.0,173.0,158.0,6075.0
MADHYA PRADESH,DHAR,2005,86.0,134.0,36.0,4.0,9.0,45.0,600.0,100.0,27.0,21.0,37.0,722.0,41.0,180.0,9.0,63.0,203.0,5227.0
MADHYA PRADESH,DINDORI,2005,18.0,32.0,1.0,,,1.0,18.0,6.0,1.0,7.0,4.0,23.0,2.0,57.0,,11.0,30.0,725.0
MADHYA PRADESH,GUNA,2005,40.0,77.0,5.0,,4.0,34.0,269.0,88.0,7.0,22.0,13.0,1115.0,3.0,176.0,18.0,61.0,102.0,3421.0
MADHYA PRADESH,GWALIOR,2005,99.0,61.0,32.0,12.0,6.0,141.0,1378.0,138.0,33.0,104.0,13.0,1023.0,21.0,164.0,11.0,130.0,226.0,8765.0
MADHYA PRADESH,HARDA,2005,20.0,32.0,6.0,1.0,,10.0,93.0,8.0,,8.0,5.0,373.0,7.0,41.0,,9.0,,1098.0
MADHYA PRADESH,HOSHANGABAD,2005,41.0,64.0,9.0,7.0,1.0,37.0,375.0,60.0,4.0,17.0,10.0,449.0,10.0,124.0,16.0,58.0,,3546.0
MADHYA PRADESH,INDORE,2005,104.0,102.0,42.0,17.0,5.0,97.0,2680.0,122.0,85.0,132.0,32.0,1269.0,29.0,221.0,73.0,283.0,369.0,16026.0
MADHYA PRADESH,INDORE,2005,1.0,3.0,,,,5.0,132.0,,,3.0,,10.0,,6.0,,1.0,,320.0
MADHYA PRADESH,JABALPUR,2005,77.0,92.0,23.0,13.0,1.0,73.0,832.0,82.0,33.0,110.0,4.0,4424.0,34.0,310.0,133.0,154.0,223.0,9463.0
MADHYA PRADESH,JABALPUR,2005,3.0,,,,,18.0,366.0,1.0,1.0,1.0,1.0,7.0,2.0,10.0,1.0,,,574.0
MADHYA PRADESH,JHABUA,2005,129.0,37.0,43.0,5.0,2.0,12.0,167.0,30.0,4.0,7.0,42.0,386.0,1.0,62.0,2.0,8.0,,2505.0
MADHYA PRADESH,KATNI,2005,33.0,46.0,3.0,,4.0,16.0,201.0,25.0,11.0,20.0,9.0,954.0,30.0,104.0,10.0,50.0,120.0,2534.0
MADHYA PRADESH,KHANDWA,2005,38.0,56.0,34.0,2.0,12.0,19.0,443.0,60.0,11.0,23.0,14.0,36.0,8.0,197.0,22.0,59.0,81.0,4380.0
MADHYA PRADESH,KHARGONE,2005,40.0,61.0,8.0,1.0,8.0,18.0,556.0,72.0,31.0,23.0,11.0,428.0,21.0,151.0,21.0,32.0,108.0,3972.0
MADHYA PRADESH,MANDLA,2005,44.0,61.0,7.0,1.0,1.0,8.0,63.0,6.0,2.0,9.0,4.0,333.0,4.0,75.0,3.0,18.0,45.0,1462.0
MADHYA PRADESH,MANDSAUR,2005,38.0,31.0,10.0,8.0,1.0,35.0,378.0,38.0,14.0,23.0,32.0,352.0,7.0,129.0,14.0,79.0,55.0,3046.0
MADHYA PRADESH,MORENA,2005,62.0,32.0,20.0,10.0,9.0,70.0,464.0,181.0,2.0,38.0,14.0,1376.0,27.0,89.0,3.0,74.0,135.0,5022.0
MADHYA PRADESH,NARSINGHPUR,2005,34.0,65.0,1.0,1.0,,17.0,128.0,21.0,7.0,8.0,15.0,1166.0,21.0,156.0,10.0,52.0,85.0,2613.0
MADHYA PRADESH,NEEMUCH,2005,13.0,27.0,3.0,6.0,,16.0,314.0,26.0,35.0,21.0,8.0,372.0,1.0,68.0,7.0,41.0,58.0,1860.0
MADHYA PRADESH,PANNA,2005,32.0,33.0,4.0,8.0,1.0,13.0,88.0,16.0,7.0,6.0,11.0,94.0,14.0,85.0,,13.0,39.0,1487.0
MADHYA PRADESH,RAISEN,2005,46.0,97.0,14.0,,1.0,20.0,205.0,70.0,2.0,12.0,11.0,340.0,8.0,154.0,15.0,57.0,92.0,3368.0
MADHYA PRADESH,RAJGARH,2005,26.0,75.0,15.0,4.0,3.0,22.0,406.0,140.0,15.0,11.0,54.0,406.0,4.0,158.0,31.0,92.0,89.0,4493.0
MADHYA PRADESH,RATLAM,2005,47.0,74.0,10.0,3.0,1.0,27.0,443.0,29.0,33.0,31.0,14.0,268.0,10.0,127.0,30.0,56.0,105.0,3797.0
MADHYA PRADESH,REWA,2005,53.0,64.0,15.0,11.0,4.0,42.0,397.0,74.0,8.0,41.0,30.0,903.0,42.0,107.0,2.0,39.0,126.0,3956.0
MADHYA PRADESH,SAGAR,2005,76.0,110.0,21.0,10.0,2.0,49.0,491.0,86.0,14.0,23.0,29.0,2486.0,34.0,362.0,24.0,127.0,141.0,7335.0
MADHYA PRADESH,SATNA,2005,78.0,75.0,3.0,15.0,3.0,44.0,413.0,43.0,10.0,28.0,27.0,970.0,34.0,195.0,9.0,66.0,202.0,5241.0
MADHYA PRADESH,SEONI,2005,23.0,57.0,8.0,2.0,,10.0,111.0,24.0,1.0,6.0,8.0,372.0,22.0,142.0,11.0,37.0,96.0,2454.0
MADHYA PRADESH,SHAHDOL,2005,44.0,43.0,5.0,1.0,,21.0,216.0,21.0,2.0,32.0,20.0,262.0,13.0,156.0,9.0,57.0,,2552.0
MADHYA PRADESH,SHAJAPUR,2005,31.0,73.0,10.0,5.0,3.0,58.0,542.0,73.0,35.0,11.0,26.0,1177.0,6.0,173.0,22.0,64.0,96.0,3570.0
MADHYA PRADESH,SHEOPUR,2005,13.0,21.0,1.0,3.0,2.0,6.0,86.0,27.0,,12.0,2.0,280.0,1.0,42.0,,24.0,28.0,1167.0
MADHYA PRADESH,SHIVPURI,2005,73.0,58.0,19.0,3.0,3.0,30.0,310.0,52.0,12.0,25.0,25.0,405.0,2.0,99.0,,30.0,85.0,3713.0
MADHYA PRADESH,SIDHI,2005,50.0,47.0,21.0,1.0,4.0,12.0,251.0,29.0,8.0,20.0,13.0,694.0,23.0,132.0,4.0,42.0,119.0,3661.0
MADHYA PRADESH,SEHORE,2005,42.0,73.0,10.0,1.0,6.0,13.0,403.0,39.0,6.0,13.0,10.0,297.0,14.0,76.0,14.0,45.0,126.0,2957.0
MADHYA PRADESH,TIKAMGARH,2005,47.0,40.0,6.0,9.0,1.0,23.0,187.0,45.0,3.0,13.0,18.0,989.0,18.0,106.0,5.0,28.0,67.0,2761.0
MADHYA PRADESH,UJJAIN,2005,55.0,74.0,14.0,14.0,7.0,91.0,1058.0,72.0,25.0,69.0,29.0,792.0,17.0,172.0,41.0,173.0,125.0,7371.0
MADHYA PRADESH,UMARIA,2005,18.0,34.0,,3.0,1.0,8.0,84.0,11.0,,18.0,8.0,194.0,1.0,55.0,5.0,19.0,8.0,1208.0
MADHYA PRADESH,VIDISHA,2005,43.0,97.0,14.0,1.0,,31.0,281.0,74.0,12.0,17.0,25.0,833.0,27.0,199.0,9.0,45.0,56.0,3944.0
MAHARASHTRA,AHMEDNAGAR,2005,92.0,56.0,25.0,8.0,29.0,84.0,1025.0,206.0,36.0,142.0,26.0,768.0,,91.0,,338.0,474.0,5241.0
MAHARASHTRA,AKOLA,2005,46.0,21.0,22.0,2.0,10.0,56.0,1225.0,136.0,25.0,97.0,27.0,828.0,3.0,82.0,14.0,184.0,88.0,4594.0
MAHARASHTRA,AMRAVATI,2005,30.0,23.0,8.0,3.0,,15.0,782.0,83.0,12.0,63.0,14.0,396.0,2.0,31.0,20.0,57.0,57.0,2573.0
MAHARASHTRA,AMRAVATI,2005,78.0,60.0,16.0,2.0,11.0,21.0,927.0,93.0,19.0,39.0,35.0,760.0,10.0,122.0,34.0,132.0,140.0,3655.0
MAHARASHTRA,AURANGABAD,2005,22.0,26.0,10.0,2.0,10.0,55.0,649.0,123.0,8.0,107.0,10.0,320.0,2.0,31.0,8.0,93.0,136.0,2476.0
MAHARASHTRA,AURANGABAD,2005,46.0,9.0,4.0,2.0,12.0,30.0,337.0,195.0,17.0,37.0,34.0,738.0,26.0,44.0,10.0,263.0,202.0,2715.0
MAHARASHTRA,BEED,2005,62.0,25.0,18.0,8.0,21.0,67.0,783.0,417.0,22.0,52.0,55.0,1085.0,7.0,99.0,15.0,275.0,198.0,4324.0
MAHARASHTRA,BHANDARA,2005,27.0,15.0,14.0,3.0,1.0,12.0,475.0,52.0,15.0,39.0,43.0,340.0,3.0,64.0,34.0,67.0,113.0,2398.0
MAHARASHTRA,BULDHANA,2005,51.0,42.0,16.0,7.0,8.0,33.0,863.0,163.0,29.0,182.0,72.0,716.0,53.0,110.0,40.0,187.0,136.0,4240.0
MAHARASHTRA,CHANDRAPUR,2005,61.0,41.0,14.0,3.0,9.0,29.0,704.0,116.0,23.0,51.0,38.0,578.0,2.0,93.0,27.0,110.0,188.0,3446.0
MAHARASHTRA,DHULE,2005,47.0,15.0,9.0,,5.0,15.0,317.0,108.0,21.0,42.0,8.0,380.0,10.0,27.0,7.0,110.0,204.0,2258.0
MAHARASHTRA,GADCHIROLI,2005,60.0,22.0,3.0,2.0,14.0,24.0,140.0,36.0,15.0,4.0,48.0,279.0,1.0,62.0,4.0,42.0,68.0,1266.0
MAHARASHTRA,GONDIA,2005,29.0,22.0,17.0,1.0,4.0,16.0,376.0,41.0,8.0,23.0,23.0,378.0,1.0,106.0,19.0,59.0,102.0,2108.0
MAHARASHTRA,HINGOLI,2005,34.0,15.0,12.0,3.0,9.0,41.0,243.0,153.0,9.0,13.0,38.0,595.0,2.0,45.0,8.0,106.0,53.0,1908.0
MAHARASHTRA,JALGAON,2005,74.0,52.0,26.0,,8.0,37.0,733.0,200.0,85.0,311.0,12.0,698.0,4.0,92.0,30.0,301.0,295.0,4563.0
MAHARASHTRA,JALNA,2005,37.0,20.0,8.0,5.0,19.0,58.0,391.0,176.0,11.0,63.0,42.0,533.0,21.0,53.0,5.0,215.0,116.0,2880.0
MAHARASHTRA,KOLHAPUR,2005,65.0,26.0,15.0,10.0,7.0,27.0,690.0,167.0,98.0,184.0,10.0,552.0,22.0,47.0,12.0,76.0,281.0,3423.0
MAHARASHTRA,LATUR,2005,49.0,24.0,20.0,2.0,11.0,36.0,401.0,175.0,18.0,55.0,35.0,962.0,40.0,61.0,3.0,107.0,152.0,3379.0
MAHARASHTRA,MUMBAI,2005,212.0,201.0,122.0,76.0,47.0,362.0,11903.0,261.0,536.0,1664.0,10.0,3731.0,9.0,385.0,99.0,336.0,658.0,31432.0
MAHARASHTRA,MUMBAI,2005,5.0,2.0,5.0,2.0,,29.0,1574.0,16.0,6.0,39.0,,36.0,,12.0,4.0,,1.0,1818.0
MAHARASHTRA,NAGPUR,2005,106.0,52.0,48.0,9.0,16.0,184.0,2733.0,246.0,59.0,272.0,26.0,973.0,4.0,76.0,52.0,185.0,249.0,9605.0
MAHARASHTRA,NAGPUR,2005,9.0,1.0,3.0,,9.0,16.0,903.0,4.0,1.0,9.0,,26.0,,7.0,2.0,,3.0,1110.0
MAHARASHTRA,NAGPUR,2005,67.0,51.0,16.0,3.0,14.0,60.0,1167.0,168.0,18.0,47.0,48.0,677.0,8.0,113.0,36.0,86.0,348.0,4815.0
MAHARASHTRA,NANDED,2005,70.0,41.0,29.0,13.0,31.0,85.0,624.0,285.0,25.0,112.0,52.0,1359.0,17.0,85.0,10.0,239.0,122.0,5420.0
MAHARASHTRA,NANDURBAR,2005,27.0,19.0,2.0,1.0,5.0,6.0,168.0,65.0,14.0,43.0,2.0,234.0,3.0,21.0,8.0,73.0,88.0,1168.0
MAHARASHTRA,NASHIK,2005,28.0,21.0,13.0,3.0,4.0,19.0,836.0,97.0,15.0,168.0,5.0,231.0,,35.0,13.0,121.0,160.0,2776.0
MAHARASHTRA,NASHIK,2005,105.0,50.0,16.0,9.0,16.0,42.0,551.0,293.0,62.0,111.0,17.0,771.0,8.0,102.0,30.0,375.0,456.0,4513.0
MAHARASHTRA,THANE,2005,51.0,19.0,7.0,8.0,21.0,71.0,1121.0,110.0,42.0,187.0,8.0,425.0,9.0,42.0,11.0,63.0,359.0,3843.0
MAHARASHTRA,OSMANABAD,2005,41.0,22.0,4.0,3.0,15.0,23.0,434.0,111.0,7.0,58.0,23.0,649.0,1.0,42.0,8.0,118.0,199.0,3027.0
MAHARASHTRA,PARBHANI,2005,39.0,14.0,8.0,5.0,15.0,31.0,344.0,167.0,8.0,74.0,30.0,852.0,10.0,40.0,3.0,131.0,89.0,2383.0
MAHARASHTRA,PUNE,2005,106.0,79.0,72.0,30.0,27.0,190.0,4322.0,474.0,72.0,609.0,16.0,1258.0,1.0,107.0,95.0,201.0,407.0,11817.0
MAHARASHTRA,PUNE,2005,1.0,,,,2.0,5.0,159.0,3.0,2.0,1.0,,2.0,,2.0,1.0,,,208.0
MAHARASHTRA,PUNE,2005,123.0,46.0,16.0,17.0,39.0,75.0,983.0,181.0,69.0,141.0,32.0,595.0,6.0,57.0,14.0,172.0,759.0,5343.0
MAHARASHTRA,RAIGAD,2005,41.0,25.0,6.0,2.0,29.0,20.0,391.0,140.0,26.0,50.0,5.0,324.0,4.0,47.0,7.0,63.0,274.0,2322.0
MAHARASHTRA,RATNAGIRI,2005,21.0,27.0,3.0,4.0,4.0,15.0,274.0,79.0,21.0,52.0,19.0,191.0,2.0,40.0,29.0,40.0,110.0,1458.0
MAHARASHTRA,SANGLI,2005,77.0,34.0,12.0,20.0,9.0,41.0,721.0,128.0,25.0,169.0,23.0,423.0,7.0,55.0,7.0,105.0,262.0,3068.0
MAHARASHTRA,SATARA,2005,59.0,31.0,18.0,8.0,17.0,43.0,753.0,144.0,31.0,96.0,30.0,455.0,6.0,61.0,2.0,180.0,328.0,3777.0
MAHARASHTRA,SINDHUDURG,2005,15.0,4.0,2.0,2.0,7.0,4.0,110.0,45.0,9.0,12.0,14.0,142.0,,20.0,12.0,4.0,62.0,853.0
MAHARASHTRA,SOLAPUR,2005,24.0,20.0,4.0,6.0,11.0,38.0,344.0,89.0,11.0,102.0,4.0,186.0,1.0,17.0,11.0,47.0,85.0,1644.0
MAHARASHTRA,SOLAPUR,2005,97.0,40.0,16.0,10.0,20.0,52.0,465.0,193.0,26.0,31.0,20.0,623.0,6.0,54.0,9.0,127.0,349.0,3363.0
MAHARASHTRA,THANE,2005,106.0,60.0,52.0,33.0,29.0,146.0,2042.0,288.0,84.0,564.0,17.0,1815.0,1.0,110.0,39.0,246.0,283.0,7664.0
MAHARASHTRA,THANE,2005,140.0,66.0,37.0,10.0,45.0,86.0,648.0,226.0,38.0,137.0,23.0,710.0,5.0,132.0,33.0,133.0,565.0,4600.0
